"","name","state","pop2000","pop2010","pop2017","poverty","unemployment_rate"
"1184","Somerset County","Maine",50888,52228,50626,17.8,4.81
"1185","Waldo County","Maine",36280,38786,39832,14.3,3.59
"1186","Washington County","Maine",33941,32856,31593,18.2,4.91
"1187","York County","Maine",186742,197131,204191,8.5,2.91
"1188","Allegany County","Maryland",74930,75087,71615,16.8,5.76
"1189","Anne Arundel County","Maryland",489656,537656,573235,6.1,3.56
"1190","Baltimore County","Maryland",754292,805029,832468,9.1,4.32
"1191","Calvert County","Maryland",74563,88737,91502,5.7,3.61
"1192","Caroline County","Maryland",29772,33066,33193,16.5,4.29
"1193","Carroll County","Maryland",150897,167134,167781,5.5,3.38
"1194","Cecil County","Maryland",85951,101108,102746,9.4,4.8
"1195","Charles County","Maryland",120546,146551,159700,6.9,3.99
"1196","Dorchester County","Maryland",30674,32618,32162,15.4,5.71
"1197","Frederick County","Maryland",195277,233385,252022,7.2,3.63
"1198","Garrett County","Maryland",29846,30097,29233,11.4,5.21
"1199","Harford County","Maryland",218590,244826,252160,7.5,3.89
"1200","Howard County","Maryland",247842,287085,321113,5.2,3.14
"1201","Kent County","Maryland",19197,20197,19384,13.1,4.48
"1202","Montgomery County","Maryland",873341,971777,1058810,7,3.28
"1203","Prince George's County","Maryland",801515,863420,912756,9.3,4.16
"1204","Queen Anne's County","Maryland",40563,47798,49770,6.4,3.68
"1205","St. Mary's County","Maryland",86211,105151,112667,8.2,3.99
"1206","Somerset County","Maryland",24747,26470,25918,22.5,6.81
"1207","Talbot County","Maryland",33812,37782,37103,10,3.99
"1208","Washington County","Maryland",131923,147430,150578,12.8,4.61
"1209","Wicomico County","Maryland",84644,98733,102923,15.9,5.68
"1210","Worcester County","Maryland",46543,51454,51690,10.3,8.5
"1211","Baltimore city","Maryland",651154,620961,611648,22.4,6.13
"1212","Barnstable County","Massachusetts",222230,215888,213444,7.5,4.65
"1213","Berkshire County","Massachusetts",134953,131219,126313,11.3,4.34
"1214","Bristol County","Massachusetts",534678,548285,561483,12.2,4.74
"1215","Dukes County","Massachusetts",14987,16535,17325,8.4,4.87
"1216","Essex County","Massachusetts",723419,743159,785205,10.9,3.78
"1217","Franklin County","Massachusetts",71535,71372,70702,10.9,3.34
"1218","Hampden County","Massachusetts",456228,463490,469818,17.2,5.03
"1219","Hampshire County","Massachusetts",152251,158080,161834,13.8,3.42
"1220","Middlesex County","Massachusetts",1465396,1503085,1602947,8.2,3.05
"1221","Nantucket County","Massachusetts",9520,10172,11229,11.2,4.43
"1222","Norfolk County","Massachusetts",650308,670850,700322,6.5,3.3
"1223","Plymouth County","Massachusetts",472822,494919,515142,8,3.9
"1224","Suffolk County","Massachusetts",689807,722023,797939,19.6,3.39
"1225","Worcester County","Massachusetts",750963,798552,826116,11.1,3.9
"1226","Alcona County","Michigan",11719,10942,10351,14.9,7.34
"1227","Alger County","Michigan",9862,9601,9121,13,8.42
"1228","Allegan County","Michigan",105665,111408,116447,10.8,3.85
"1229","Alpena County","Michigan",31314,29598,28462,15,5.9
"1230","Antrim County","Michigan",23110,23580,23292,12.6,6.69
"1231","Arenac County","Michigan",17269,15899,15045,18.5,8.24
"1232","Baraga County","Michigan",8746,8860,8441,14.4,8.01
"1233","Barry County","Michigan",56755,59173,60586,9.3,4.04
"1234","Bay County","Michigan",110157,107771,104239,16.3,5.64
"1235","Benzie County","Michigan",15998,17525,17573,10,6.59
"1236","Berrien County","Michigan",162453,156813,154259,17.2,4.97
"1237","Branch County","Michigan",45787,45248,43410,15.9,4.74
"1238","Calhoun County","Michigan",137985,136146,134128,17.4,5.01
"1239","Cass County","Michigan",51104,52293,51381,13.6,4.69
"1240","Charlevoix County","Michigan",26090,25949,26139,11.6,5.7
"1241","Cheboygan County","Michigan",26448,26152,25369,16.8,10.25
"1242","Chippewa County","Michigan",38543,38520,37711,17.1,7.82
"1243","Clare County","Michigan",31252,30926,30653,23.6,7.05
"1244","Clinton County","Michigan",64753,75382,78443,10.1,3.73
"1245","Crawford County","Michigan",14273,14074,13907,16.4,7.03
"1246","Delta County","Michigan",38520,37069,35965,14.4,6.44
"1247","Dickinson County","Michigan",27472,26168,25415,15.2,4.85
"1248","Eaton County","Michigan",103655,107759,109027,10.9,4.18
"1249","Emmet County","Michigan",31437,32694,33193,10.7,6.64
"1250","Genesee County","Michigan",436141,425790,407385,20,5.75
"1251","Gladwin County","Michigan",26023,25692,25234,20.2,6.67
"1252","Gogebic County","Michigan",17370,16427,15342,20.4,6.14
"1253","Grand Traverse County","Michigan",77654,86986,91807,9.7,4.26
"1254","Gratiot County","Michigan",42285,42476,41018,20.5,5.5
"1255","Hillsdale County","Michigan",46527,46688,45879,17,4.95
"1256","Houghton County","Michigan",36016,36628,36305,21.4,6.06
"1257","Huron County","Michigan",36079,33118,31280,13.6,5.28
"1258","Ingham County","Michigan",279320,280895,290186,20.9,4.4
"1259","Ionia County","Michigan",61518,63905,64291,13.1,4.04
"1260","Iosco County","Michigan",27339,25887,25162,16.9,7.54
"1261","Iron County","Michigan",13138,11817,11124,14.2,6.52
"1262","Isabella County","Michigan",63351,70311,71063,27.3,4.58
"1263","Jackson County","Michigan",158422,160248,158640,15.2,4.73
"1264","Kalamazoo County","Michigan",238603,250331,262985,16.7,4.12
"1265","Kalkaska County","Michigan",16571,17153,17634,18.5,7.12
"1266","Kent County","Michigan",574335,602622,648594,13.4,3.53
"1267","Keweenaw County","Michigan",2301,2156,2105,14.5,8.72
"1268","Lake County","Michigan",11333,11539,12013,25,8.14
"1269","Lapeer County","Michigan",87904,88319,88174,9.7,5.37
"1270","Leelanau County","Michigan",21119,21708,21657,7.7,4.9
"1271","Lenawee County","Michigan",98890,99892,98623,13.7,4.8
"1272","Livingston County","Michigan",156951,180967,189651,5.9,3.32
"1273","Luce County","Michigan",7024,6631,6358,19.4,6.91
"1274","Mackinac County","Michigan",11943,11113,10712,15.4,10.24
"1275","Macomb County","Michigan",788149,840978,871375,11.8,4.29
"1276","Manistee County","Michigan",24527,24733,24427,14.7,6.64
"1277","Marquette County","Michigan",64634,67077,66502,16.4,5.7
"1278","Mason County","Michigan",28274,28705,29073,16,5.81
"1279","Mecosta County","Michigan",40553,42798,43391,22.5,5.8
"1280","Menominee County","Michigan",25326,24029,23046,13.5,5.03
"1281","Midland County","Michigan",82874,83629,83411,11.3,4.75
"1282","Missaukee County","Michigan",14478,14849,14998,15.9,5.97
"1283","Monroe County","Michigan",145945,152021,149649,11.2,4.86
"1284","Montcalm County","Michigan",61266,63342,63550,17.5,5.07
"1285","Montmorency County","Michigan",10315,9765,9250,15.1,10.8
"1286","Muskegon County","Michigan",170200,172188,173693,18.5,5.41
"1287","Newaygo County","Michigan",47874,48460,48242,17.8,5.01
"1288","Oakland County","Michigan",1194156,1202362,1250836,9,3.44
"1289","Oceana County","Michigan",26873,26570,26442,17.5,7.15
"1290","Ogemaw County","Michigan",21645,21699,20981,18.7,7.84
"1291","Ontonagon County","Michigan",7818,6780,5881,15.5,9.1
"1292","Osceola County","Michigan",23197,23528,23260,20.7,6.08
"1293","Oscoda County","Michigan",9418,8640,8287,18.1,7.48
"1294","Otsego County","Michigan",23301,24164,24538,14.9,6.12
"1295","Ottawa County","Michigan",238314,263801,286383,9.5,3.35
"1296","Presque Isle County","Michigan",14411,13376,12791,14.9,9.5
"1297","Roscommon County","Michigan",25469,24449,23895,19.8,8.91
"1298","Saginaw County","Michigan",210039,200169,191934,17.7,5.52
"1299","St. Clair County","Michigan",164235,163040,159350,13.3,4.97
"1300","St. Joseph County","Michigan",62422,61295,60947,15.7,4.3
"1301","Sanilac County","Michigan",44547,43114,41269,15,6.01
"1302","Schoolcraft County","Michigan",8903,8485,8049,21.4,8.55
"1303","Shiawassee County","Michigan",71687,70648,68446,13.1,5.26
"1304","Tuscola County","Michigan",58266,55729,52764,15.9,6.39
"1305","Van Buren County","Michigan",76263,76258,75353,15.8,5.82
"1306","Washtenaw County","Michigan",322895,344791,367627,14.5,3.6
"1307","Wayne County","Michigan",2061162,1820584,1753616,23.7,5.41
"1308","Wexford County","Michigan",30484,32735,33276,17.3,5.68
"1309","Aitkin County","Minnesota",15301,16202,15829,12.1,6.23
"1310","Anoka County","Minnesota",298084,330844,351373,6.6,3.34
"1311","Becker County","Minnesota",30000,32504,34098,12.7,4.15
"1312","Beltrami County","Minnesota",39650,44442,46513,19,4.87
"1313","Benton County","Minnesota",34226,38451,39937,14.1,4.01
"1314","Big Stone County","Minnesota",5820,5269,5026,11.7,4.39
"1315","Blue Earth County","Minnesota",55941,64013,66973,18.1,2.91
"1316","Brown County","Minnesota",26911,25893,25194,8.1,3.72
"1317","Carlton County","Minnesota",31671,35386,35498,12.1,4.8
"1318","Carver County","Minnesota",70205,91042,102119,4,2.92
"1319","Cass County","Minnesota",27150,28567,29355,15.3,5.85
"1320","Chippewa County","Minnesota",13088,12441,11980,11.1,4.03
"1321","Chisago County","Minnesota",41101,53887,55308,5.4,3.95
"1322","Clay County","Minnesota",51229,58999,63569,12.5,3.21
"1323","Clearwater County","Minnesota",8423,8695,8878,17.9,8.68
"1324","Cook County","Minnesota",5168,5176,5398,13,3.73
"1325","Cottonwood County","Minnesota",12167,11687,11295,15.6,5.34
"1326","Crow Wing County","Minnesota",55099,62500,64424,9.6,4.46
"1327","Dakota County","Minnesota",355904,398552,421751,6.9,3.02
"1328","Dodge County","Minnesota",17731,20087,20762,5.7,3.4
"1329","Douglas County","Minnesota",32821,36009,37575,8.4,3.19
"1330","Faribault County","Minnesota",16181,14553,13784,11.5,4.22
"1331","Fillmore County","Minnesota",21122,20866,20980,11.3,3.49
"1332","Freeborn County","Minnesota",32584,31255,30535,11.8,3.66
"1333","Goodhue County","Minnesota",44127,46183,46304,10.8,3.25
"1334","Grant County","Minnesota",6289,6018,5941,10.6,4.11
"1335","Hennepin County","Minnesota",1116200,1152425,1252024,11.5,3.02
"1336","Houston County","Minnesota",19718,19027,18660,8.9,3.38
"1337","Hubbard County","Minnesota",18376,20428,21018,10.8,5.56
"1338","Isanti County","Minnesota",31287,37816,39582,7.1,4.33
"1339","Itasca County","Minnesota",43992,45058,45137,12.6,7.01
"1340","Jackson County","Minnesota",11268,10266,9946,7.7,3.65
"1341","Kanabec County","Minnesota",14996,16239,16024,11.6,6.07
"1342","Kandiyohi County","Minnesota",41203,42239,42743,11.3,3.27
"1343","Kittson County","Minnesota",5285,4552,4250,11.2,3.78
"1344","Koochiching County","Minnesota",14355,13311,12528,17.1,7.04
"1345","Lac qui Parle County","Minnesota",8067,7259,6685,9.3,3.51
"1346","Lake County","Minnesota",11058,10866,10524,9.3,3.9
"1347","Lake of the Woods County","Minnesota",4522,4045,3744,7.4,4.69
"1348","Le Sueur County","Minnesota",25426,27703,28111,8.8,4.66
"1349","Lincoln County","Minnesota",6429,5896,5678,11.4,3.34
"1350","Lyon County","Minnesota",25425,25857,25831,13.7,3.21
"1351","McLeod County","Minnesota",34898,36651,35884,8.4,3.82
"1352","Mahnomen County","Minnesota",5190,5413,5596,22.7,4.94
"1353","Marshall County","Minnesota",10155,9439,9356,7.8,7.04
"1354","Martin County","Minnesota",21802,20840,19850,11.3,3.52
"1355","Meeker County","Minnesota",22644,23300,23131,8.3,4.06
"1356","Mille Lacs County","Minnesota",22330,26097,25872,11.5,5.52
"1357","Morrison County","Minnesota",31712,33198,33064,11.4,5.35
"1358","Mower County","Minnesota",38603,39163,39566,13,2.84
"1359","Murray County","Minnesota",9165,8725,8346,8.2,4.33
"1360","Nicollet County","Minnesota",29771,32727,33966,11.3,2.54
"1361","Nobles County","Minnesota",20832,21378,21944,15.8,3.2
"1362","Norman County","Minnesota",7442,6852,6597,12,4.75
"1363","Olmsted County","Minnesota",124277,144248,154930,9.1,2.7
"1364","Otter Tail County","Minnesota",57159,57303,58345,9.4,3.96
"1365","Pennington County","Minnesota",13584,13930,14238,10.3,5.72
"1366","Pine County","Minnesota",26530,29750,29203,13.6,5.62
"1367","Pipestone County","Minnesota",9895,9596,9087,11.8,3.42
"1368","Polk County","Minnesota",31369,31600,31619,12.4,4.24
"1369","Pope County","Minnesota",11236,10995,10970,7.9,3.06
"1370","Ramsey County","Minnesota",511035,508640,547974,15,3.22
"1371","Red Lake County","Minnesota",4299,4089,4030,9.4,6.56
"1372","Redwood County","Minnesota",16815,16059,15272,11.8,4.12
"1373","Renville County","Minnesota",17154,15730,14645,11,4.49
"1374","Rice County","Minnesota",56665,64142,65968,11.5,3.18
"1375","Rock County","Minnesota",9721,9687,9490,11,2.06
"1376","Roseau County","Minnesota",16338,15629,15327,9.2,4.89
"1377","St. Louis County","Minnesota",200528,200226,200000,15.4,4.64
"1378","Scott County","Minnesota",89498,129928,145827,5.6,2.88
"1379","Sherburne County","Minnesota",64417,88499,94570,6.4,3.73
"1380","Sibley County","Minnesota",15356,15226,14869,8.5,3.58
"1381","Stearns County","Minnesota",133166,150642,157822,13.1,3.37
"1382","Steele County","Minnesota",33680,36576,36887,9.9,3.38
"1383","Stevens County","Minnesota",10053,9726,9634,15.4,2.66
"1384","Swift County","Minnesota",11956,9783,9407,12.2,4.1
"1385","Todd County","Minnesota",24426,24895,24515,13,3.99
"1386","Traverse County","Minnesota",4134,3558,3319,10.9,3.52
"1387","Wabasha County","Minnesota",21610,21676,21608,6.1,3.34
"1388","Wadena County","Minnesota",13713,13843,13669,15,5.64
"1389","Waseca County","Minnesota",19526,19136,18787,9.2,3.91
"1390","Washington County","Minnesota",201130,238136,256348,5,2.99
"1391","Watonwan County","Minnesota",11876,11211,10840,12.2,4.41
"1392","Wilkin County","Minnesota",7138,6576,6324,9.9,3.13
"1393","Winona County","Minnesota",49985,51461,50873,14.5,3.11
"1394","Wright County","Minnesota",89986,124700,134286,5,3.5
"1395","Yellow Medicine County","Minnesota",11080,10438,9867,12.5,3.54
"1396","Adams County","Mississippi",34340,32297,31003,34.2,7.29
"1397","Alcorn County","Mississippi",34558,37057,37210,19.6,4.4
"1398","Amite County","Mississippi",13599,13131,12447,22.8,6.65
"1399","Attala County","Mississippi",19661,19564,18477,22.6,6.14
"1400","Benton County","Mississippi",8026,8729,8312,20.2,5.53
"1401","Bolivar County","Mississippi",40633,34145,31945,37.4,6.45
"1402","Calhoun County","Mississippi",15069,14962,14492,26.9,4.31
"1403","Carroll County","Mississippi",10769,10597,10139,14,5.81
"1404","Chickasaw County","Mississippi",19440,17392,17146,22.9,5.24
"1405","Choctaw County","Mississippi",9758,8547,8278,24.5,4.87
"1406","Claiborne County","Mississippi",11831,9604,8950,45.9,9.79
"1407","Clarke County","Mississippi",17955,16732,15828,18.5,6.17
"1408","Clay County","Mississippi",21979,20634,19640,26.6,6.75
"1409","Coahoma County","Mississippi",30622,26151,23154,36.2,7.33
"1410","Copiah County","Mississippi",28757,29449,28516,24.3,5.66
"1411","Covington County","Mississippi",19407,19568,19079,23.1,4.82
"1412","DeSoto County","Mississippi",107199,161252,178751,9.8,3.79
"1413","Forrest County","Mississippi",72604,74934,75471,26.3,4.8
"1414","Franklin County","Mississippi",8448,8118,7765,17.9,6.78
"1415","George County","Mississippi",19144,22578,24094,14.7,7.06
"1416","Greene County","Mississippi",13299,14400,13345,15.1,7.5
"1417","Grenada County","Mississippi",23263,21906,21087,24.2,4.6
"1418","Hancock County","Mississippi",42967,43929,47053,17.2,5.42
"1419","Harrison County","Mississippi",189601,187105,205027,20.5,4.79
"1420","Hinds County","Mississippi",250800,245285,239497,23.9,4.81
"1421","Holmes County","Mississippi",21609,19198,17739,46.5,9.54
"1422","Humphreys County","Mississippi",11206,9375,8342,40.5,9.1
"1423","Issaquena County","Mississippi",2274,1406,1339,40.3,11.62
"1424","Itawamba County","Mississippi",22770,23401,23508,18.4,4.27
"1425","Jackson County","Mississippi",131420,139668,142152,15.3,5.84
"1426","Jasper County","Mississippi",18149,17062,16582,22.8,6.57
"1427","Jefferson County","Mississippi",9740,7726,7262,47,14.72
"1428","Jefferson Davis County","Mississippi",13962,12487,11314,32.5,6.88
"1429","Jones County","Mississippi",64958,67761,67930,21.6,5.15
"1430","Kemper County","Mississippi",10453,10456,9883,31.8,7.92
"1431","Lafayette County","Mississippi",38744,47351,54374,25.3,4.24
"1432","Lamar County","Mississippi",39070,55658,61374,16.3,3.83
"1433","Lauderdale County","Mississippi",78161,80261,76155,21.5,5.44
"1434","Lawrence County","Mississippi",13258,12929,12643,19.8,6.55
"1435","Leake County","Mississippi",20940,23805,22715,25.1,5.62
"1436","Lee County","Mississippi",75755,82910,84933,17.3,4.05
"1437","Leflore County","Mississippi",37947,32317,29223,40.3,7.36
"1438","Lincoln County","Mississippi",33166,34869,34347,23.6,5.21
"1439","Lowndes County","Mississippi",61586,59779,59186,21.1,5.39
"1440","Madison County","Mississippi",74674,95203,104618,12,3.85
"1441","Marion County","Mississippi",25595,27088,25069,25.9,5.53
"1442","Marshall County","Mississippi",34993,37144,35619,17.8,5.08
"1443","Monroe County","Mississippi",38014,36989,35872,19.2,5.19
"1444","Montgomery County","Mississippi",12189,10925,10173,25.6,5.08
"1445","Neshoba County","Mississippi",28684,29676,29369,22.1,5.08
"1446","Newton County","Mississippi",21838,21720,21185,23,5.37
"1447","Noxubee County","Mississippi",12548,11545,10742,34.9,7.39
"1448","Oktibbeha County","Mississippi",42902,47671,49799,29.8,4.84
"1449","Panola County","Mississippi",34274,34707,33994,20.5,6.76
"1450","Pearl River County","Mississippi",48621,55834,55270,17.9,5.28
"1451","Perry County","Mississippi",12138,12250,12032,19.9,6.25
"1452","Pike County","Mississippi",38940,40404,39468,32.3,5.98
"1453","Pontotoc County","Mississippi",26726,29957,31640,17,3.9
"1454","Prentiss County","Mississippi",25556,25276,25261,22.5,4.61
"1455","Quitman County","Mississippi",10117,8223,7269,37.5,8.73
"1456","Rankin County","Mississippi",115327,141617,152080,8.5,3.57
"1457","Scott County","Mississippi",28423,28264,28420,27.8,4.01
"1458","Sharkey County","Mississippi",6580,4916,4435,29,7.69
"1459","Simpson County","Mississippi",27639,27503,26947,27.1,4.83
"1460","Smith County","Mississippi",16182,16491,16078,18.2,4.71
"1461","Stone County","Mississippi",13622,17786,18112,17.3,6.06
"1462","Sunflower County","Mississippi",34369,29450,25981,32.5,8.23
"1463","Tallahatchie County","Mississippi",14903,15378,14125,28.3,5.29
"1464","Tate County","Mississippi",25370,28886,28441,19.3,5.01
"1465","Tippah County","Mississippi",20826,22232,21969,22.8,4.48
"1466","Tishomingo County","Mississippi",19163,19593,19542,18.6,5
"1467","Tunica County","Mississippi",9227,10778,10024,27,5.81
"1468","Union County","Mississippi",25362,27134,28556,18.2,3.59
"1469","Walthall County","Mississippi",15156,15443,14499,26.3,6.81
"1470","Warren County","Mississippi",49644,48773,46768,23.7,5.72
"1471","Washington County","Mississippi",62977,51137,46221,33.7,7.43
"1472","Wayne County","Mississippi",21216,20747,20446,24.3,6.28
"1473","Webster County","Mississippi",10294,10253,9765,25.3,5.22
"1474","Wilkinson County","Mississippi",10312,9878,8804,38.7,8.71
"1475","Winston County","Mississippi",20160,19198,18246,25.3,5.96
"1476","Yalobusha County","Mississippi",13051,12678,12497,22.6,5.49
